,код класса,наименование класса,НоменклатураНаименование,НоменклатураНаименованиеПолное,НоменклатураРодитель,НоменклатураВидНоменклатуры,id,Наименование,n_abb,abb,upper_case,special,eng_letters,nums,version,n_tokens,level_0,level_1,level_2,level_3,level_4
7034,04.22.01.02.26,Коробки передач транспортных средств,З/Ч  Газ-53: Коробка перемены передач З/Ч  Газ-53: Коробка перемены передач,З/Ч  Газ-53: Коробка перемены передач,З/ЧАСТИ Газ-53,Материал,1633,З/Ч  Газ-53: Коробка перемены передач,2,1,0,4,0,1,1,12,1,4,5,6,13
7035,04.22.01.02.29,Крепеж транспортных средств,З/Ч  Газ-53: Гайка 2-го вала З/Ч  Газ-53: Гайка 2-го вала,З/Ч  Газ-53: Гайка 2-го вала,З/ЧАСТИ Газ-53,Материал,117,З/Ч  Газ-53: Гайка 2-го вала,2,1,0,6,0,1,1,12,1,4,5,6,14
7036,04.22.01.02.29,Крепеж транспортных средств,З/Ч  Газ-53: Гайка вилки сцепления З/Ч  Газ-53: Гайка вилки сцепления,З/Ч  Газ-53: Гайка вилки сцепления,З/ЧАСТИ Газ-53,Материал,118,З/Ч  Газ-53: Гайка вилки сцепления,2,1,0,4,0,1,1,12,1,4,5,6,14
7037,04.22.01.02.29,Крепеж транспортных средств,З/Ч  Газ-53: Гайка вторичного вала КПП (передня синхоризир.) З/Ч  Газ-53: Гайка вторичного вала КПП (передня синхоризир.),З/Ч  Газ-53: Гайка вторичного вала КПП (передня синхоризир.),З/ЧАСТИ Газ-53,Материал,1613,З/Ч  Газ-53: Гайка вторичного вала КПП (передня синхоризир.),2,1,2,8,0,1,1,18,1,4,5,6,14
7038,04.22.01.02.29,Крепеж транспортных средств,"З/Ч  Газ-53: Гайка М20*1,5 левая З/Ч  Газ-53: Гайка М20*1,5 левая","З/Ч  Газ-53: Гайка М20*1,5 левая",З/ЧАСТИ Газ-53,Материал,1614,"З/Ч  Газ-53: Гайка М20*1,5 левая",2,1,0,6,0,1,1,12,1,4,5,6,14
7039,04.22.01.02.29,Крепеж транспортных средств,"З/Ч  Газ-53: Гайка М20*1,5 правая З/Ч  Газ-53: Гайка М20*1,5 правая","З/Ч  Газ-53: Гайка М20*1,5 правая",З/ЧАСТИ Газ-53,Материал,1615,"З/Ч  Газ-53: Гайка М20*1,5 правая",2,1,0,6,0,1,1,12,1,4,5,6,14
7040,04.22.01.02.29,Крепеж транспортных средств,З/Ч  Газ-53: Гайка переднего колеса З/Ч  Газ-53: Гайка переднего колеса,З/Ч  Газ-53: Гайка переднего колеса,З/ЧАСТИ Газ-53,Материал,1616,З/Ч  Газ-53: Гайка переднего колеса,2,1,0,4,0,1,1,12,1,4,5,6,14
7041,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Болт колеса заднего М22*1.5*95  53205-3104071 З/Ч а/м Камаз: Болт колеса заднего М22*1.5*95  53205-3104071,З/Ч а/м Камаз: Болт колеса заднего М22*1.5*95  53205-3104071,З/ЧАСТИ КАМАЗ,Материал,16530,З/Ч а/м Камаз: Болт колеса заднего М22*1.5*95  53205-3104071,4,1,0,10,0,1,1,18,1,4,5,8,53
7042,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Болт М12*1,25*40 в сб. карданного вала З/Ч а/м Камаз: Болт М12*1,25*40 в сб. карданного вала","З/Ч а/м Камаз: Болт М12*1,25*40 в сб. карданного вала",З/ЧАСТИ КАМАЗ,Материал,16531,"З/Ч а/м Камаз: Болт М12*1,25*40 в сб. карданного вала",4,1,0,8,0,1,1,18,1,4,5,8,53
7043,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Болт М14*1,5*40 карданный в сб З/Ч а/м Камаз: Болт М14*1,5*40 карданный в сб","З/Ч а/м Камаз: Болт М14*1,5*40 карданный в сб",З/ЧАСТИ КАМАЗ,Материал,16532,"З/Ч а/м Камаз: Болт М14*1,5*40 карданный в сб",4,1,0,8,0,1,1,16,1,4,5,8,53
7044,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Гайка колеса З/Ч а/м Камаз: Гайка колеса,З/Ч а/м Камаз: Гайка колеса,З/ЧАСТИ КАМАЗ,Материал,18061,З/Ч а/м Камаз: Гайка колеса,4,1,0,4,0,0,0,10,1,4,5,8,53
7045,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка М 12*1,25 З/Ч а/м Камаз: Гайка М 12*1,25","З/Ч а/м Камаз: Гайка М 12*1,25",З/ЧАСТИ КАМАЗ,Материал,18062,"З/Ч а/м Камаз: Гайка М 12*1,25",4,1,0,6,0,1,1,12,1,4,5,8,53
7046,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка М24*1,5 З/Ч а/м Камаз: Гайка М24*1,5","З/Ч а/м Камаз: Гайка М24*1,5",З/ЧАСТИ КАМАЗ,Материал,18063,"З/Ч а/м Камаз: Гайка М24*1,5",4,1,0,6,0,1,1,10,1,4,5,8,53
7047,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка М27*1,5 пальца з/рессоры З/Ч а/м Камаз: Гайка М27*1,5 пальца з/рессоры","З/Ч а/м Камаз: Гайка М27*1,5 пальца з/рессоры",З/ЧАСТИ КАМАЗ,Материал,18064,"З/Ч а/м Камаз: Гайка М27*1,5 пальца з/рессоры",6,1,0,8,0,1,1,14,1,4,5,8,53
7048,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка М30*1,5 реактивной штанги З/Ч а/м Камаз: Гайка М30*1,5 реактивной штанги","З/Ч а/м Камаз: Гайка М30*1,5 реактивной штанги",З/ЧАСТИ КАМАЗ,Материал,18065,"З/Ч а/м Камаз: Гайка М30*1,5 реактивной штанги",4,1,0,6,0,1,1,14,1,4,5,8,53
7049,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка М33*1,5 корончатая реактив.штанги Евро З/Ч а/м Камаз: Гайка М33*1,5 корончатая реактив.штанги Евро","З/Ч а/м Камаз: Гайка М33*1,5 корончатая реактив.штанги Евро",З/ЧАСТИ КАМАЗ,Материал,18066,"З/Ч а/м Камаз: Гайка М33*1,5 корончатая реактив.штанги Евро",4,1,0,6,0,1,1,16,1,4,5,8,53
7050,03.11.02.04,Мониторы,"Монитор 17"" Samsung 710N SKS Монитор 17"" Samsung 710N SKS","Монитор 17"" Samsung 710N SKS",КОМПЬЮТЕРЫ И КОМПЛ,Материал,24270,"Монитор 17"" Samsung 710N SKS",0,0,2,0,1,1,1,10,0,0,1,1,1
7051,03.11.02.04,Мониторы,Монитор 18.5 AOC Монитор 18.5 AOC,Монитор 18.5 AOC,ВИДЕОНАБЛЮДЕНИЕ,Материал,24276,Монитор 18.5 AOC,0,0,2,0,1,1,1,6,0,0,1,1,1
7052,03.11.02.04,Мониторы,"Монитор 19""  TFT Acer B193 Монитор 19""  TFT Acer B193","Монитор 19""  TFT Acer B193",ОСНОВНЫЕ <10000,Материал,24279,"Монитор 19""  TFT Acer B193",0,0,2,0,1,1,1,12,0,0,1,1,1
7053,03.11.02.04,Мониторы,"Монитор 19""  TFT ASUS VW191S Монитор 19""  TFT ASUS VW191S","Монитор 19""  TFT ASUS VW191S",ОСНОВНЫЕ <10000,Материал,24283,"Монитор 19""  TFT ASUS VW191S",0,0,6,0,1,1,1,12,0,0,1,1,1
7054,03.11.02.04,Мониторы,Монитор 19.5 PHILIPS Монитор 19.5 PHILIPS,Монитор 19.5 PHILIPS,ОСНОВНЫЕ <10000,Материал,24288,Монитор 19.5 PHILIPS,0,0,2,0,1,1,1,6,0,0,1,1,1
7055,03.11.02.04,Мониторы,"Монитор 20""  TFT Aser V203HCb Монитор 20""  TFT Aser V203HCb","Монитор 20""  TFT Aser V203HCb",ОСНОВНЫЕ <10000,Материал,24292,"Монитор 20""  TFT Aser V203HCb",0,0,4,0,1,1,1,12,0,0,1,1,1
7056,03.11.02.04,Мониторы,"Монитор 21,5 LG22MP58D-P Монитор 21,5 LG22MP58D-P","Монитор 21,5 LG22MP58D-P",КОМПЬЮТЕРЫ И КОМПЛ,Материал,24297,"Монитор 21,5 LG22MP58D-P",0,0,4,2,1,1,1,6,0,0,1,1,1
7057,03.11.02.04,Мониторы,"Монитор 21,5""  TFT Aser A221QBb Монитор 21,5""  TFT Aser A221QBb","Монитор 21,5""  TFT Aser A221QBb",ОСНОВНЫЕ <10000,Материал,24302,"Монитор 21,5""  TFT Aser A221QBb",0,0,4,0,1,1,1,12,0,0,1,1,1
7058,03.11.02.04,Мониторы,"Монитор 21,5"" Philips Монитор 21,5"" Philips","Монитор 21,5"" Philips",ОСНОВНЫЕ <10000,Материал,24306,"Монитор 21,5"" Philips",0,0,0,0,1,1,0,6,0,0,1,1,1
7059,03.11.02.04,Мониторы,"Монитор 21,5"" Philips 227E4 QSD/01 Монитор 21,5"" Philips 227E4 QSD/01","Монитор 21,5"" Philips 227E4 QSD/01",ОСНОВНЫЕ <10000,Материал,24311,"Монитор 21,5"" Philips 227E4 QSD/01",0,0,2,2,1,1,1,10,0,0,1,1,1
7060,03.11.02.04,Мониторы,"Монитор 23""  Aser P235HLbbmii Монитор 23""  Aser P235HLbbmii","Монитор 23""  Aser P235HLbbmii",ОСНОВНЫЕ <10000,Материал,24319,"Монитор 23""  Aser P235HLbbmii",0,0,2,0,1,1,1,10,0,0,1,1,1
7061,05.19.03,Товары канцелярские,Доска магнитно-маркерная Доска магнитно-маркерная,Доска магнитно-маркерная,Канцтовары,Материал,88478,Доска магнитно-маркерная,0,0,0,2,0,0,0,4,2,9,15,20,79
7062,05.19.03,Товары канцелярские,Дырокол Дырокол,Дырокол,Товары канцелярские,Прочие материалы (б/сч 10.06),24483,Дырокол,0,0,0,0,0,0,0,2,2,9,15,20,79
7063,05.19.03,Товары канцелярские,Дырокол Дырокол,Дырокол,Товары канцелярские,Прочие материалы (б/сч 10.06),24486,Дырокол,0,0,0,0,0,0,0,2,2,9,15,20,79
7064,05.19.03,Товары канцелярские,Дырокол Дырокол,Дырокол,Товары канцелярские,Прочие материалы (б/сч 10.06),24489,Дырокол,0,0,0,0,0,0,0,2,2,9,15,20,79
7065,05.19.03,Товары канцелярские,дырокол дырокол,дырокол,Канцтовары,Материал,90422,дырокол,0,0,0,0,0,0,0,2,2,9,15,20,79
7066,05.19.03,Товары канцелярские,Дырокол Дырокол,Дырокол,Канц. товары,Канц. товары,131359,Дырокол,0,0,0,0,0,0,0,2,2,9,15,20,79
7067,05.19.03,Товары канцелярские,Дырокол KW-trio «Stylish Heavy Duty на 40л Дырокол KW-trio «Stylish Heavy Duty на 40л,Дырокол KW-trio «Stylish Heavy Duty на 40л,25.9 Канцтовары (новый),Материал,121244,Дырокол KW-trio «Stylish Heavy Duty на 40л,0,0,2,2,1,1,1,14,2,9,15,20,79
7068,05.19.03,Товары канцелярские,Дырокол метал. Дырокол метал.,Дырокол метал.,Канц. товары,Канц. товары,131360,Дырокол метал.,0,0,0,0,0,0,0,4,2,9,15,20,79
7069,05.19.03,Товары канцелярские,Дырокол усиленный Дырокол усиленный,Дырокол усиленный,Товары канцелярские,Прочие материалы (б/сч 10.06),24491,Дырокол усиленный,0,0,0,0,0,0,0,4,2,9,15,20,79
7070,06.11.05,Ведра пожарные,Ведро пожарное Ведро пожарное,Ведро пожарное,Оборудование пожарное,Прочие материалы (б/сч 10.06),24544,Ведро пожарное,0,0,0,0,0,0,0,4,3,13,30,55,114
7071,06.11.05,Ведра пожарные,Ведро пожарное Ведро пожарное,Ведро пожарное,Оборудование пожарное,Прочие материалы (б/сч 10.06),24545,Ведро пожарное,0,0,0,0,0,0,0,4,3,13,30,55,114
7072,05.19.03,Товары канцелярские,Ежедневник Ежедневник,Ежедневник,Товары канцелярские,Прочие материалы (б/сч 10.06),24503,Ежедневник,0,0,0,0,0,0,0,2,2,9,15,20,79
7073,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Гайка реакт. штанги 55111 З/Ч а/м Камаз: Гайка реакт. штанги 55111,З/Ч а/м Камаз: Гайка реакт. штанги 55111,З/ЧАСТИ КАМАЗ,Материал,18067,З/Ч а/м Камаз: Гайка реакт. штанги 55111,4,1,0,4,0,1,0,14,1,4,5,8,53
7074,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка стремянки (М24*1,5) З/Ч а/м Камаз: Гайка стремянки (М24*1,5)","З/Ч а/м Камаз: Гайка стремянки (М24*1,5)",З/ЧАСТИ КАМАЗ,Материал,18068,"З/Ч а/м Камаз: Гайка стремянки (М24*1,5)",4,1,0,10,0,1,1,12,1,4,5,8,53
